(Q-Qo)/mA.h	I/mA	time/s	Ecell/V	
1.392058448873990E+000	1.3609250E-001	3.683485974956187E+004	3.5781436E+000
1.394326569706930E+000	1.3607672E-001	3.689485975241172E+004	3.5783799E+000
1.396594696883932E+000	1.3608462E-001	3.695485975526157E+004	3.5788131E+000
1.398862821043945E+000	1.3608855E-001	3.701485975811142E+004	3.5790889E+000
1.401130951945889E+000	1.3609250E-001	3.707485976096126E+004	3.5791676E+000
1.403399082438333E+000	1.3609447E-001	3.713485976381111E+004	3.5794435E+000
1.405667209727566E+000	1.3608855E-001	3.719485976666096E+004	3.5797191E+000
1.407935337865998E+000	1.3608658E-001	3.725485976951080E+004	3.5800343E+000
1.410203465468701E+000	1.3608263E-001	3.731485977236065E+004	3.5803888E+000
1.412471596060072E+000	1.3607869E-001	3.737485977521050E+004	3.5806646E+000
1.414739725948498E+000	1.3610038E-001	3.743485977806035E+004	3.5809009E+000
1.417007856432349E+000	1.3610235E-001	3.749485978091019E+004	3.5811768E+000
1.419275990481095E+000	1.3608263E-001	3.755485978376004E+004	3.5813737E+000
1.421544124872362E+000	1.3609053E-001	3.761485978660989E+004	3.5816886E+000
1.423812260175132E+000	1.3607277E-001	3.767485978945973E+004	3.5820038E+000
1.426080398434955E+000	1.3609250E-001	3.773485979230958E+004	3.5822797E+000
1.428348538418942E+000	1.3608855E-001	3.779485979515943E+004	3.5827129E+000
1.430616680595039E+000	1.3607869E-001	3.785485979800927E+004	3.5829098E+000
1.432884819436661E+000	1.3609053E-001	3.791485980085912E+004	3.5835009E+000
1.435152960195657E+000	1.3607869E-001	3.797485980370897E+004	3.5839734E+000
1.437421100166606E+000	1.3609053E-001	3.803485980655882E+004	3.5845644E+000
1.439689235643794E+000	1.3608855E-001	3.809485980940866E+004	3.5849190E+000
1.441957372635098E+000	1.3608462E-001	3.815485981225851E+004	3.5855885E+000
1.444225506244136E+000	1.3608067E-001	3.821485981510836E+004	3.5859826E+000
1.446493637131941E+000	1.3608658E-001	3.827485981795820E+004	3.5865340E+000
1.448761767911174E+000	1.3609053E-001	3.833485982080805E+004	3.5869279E+000
1.451029899323699E+000	1.3608067E-001	3.839485982365790E+004	3.5872824E+000
1.453298026538971E+000	1.3609250E-001	3.845485982650775E+004	3.5875187E+000
1.455566153107757E+000	1.3609643E-001	3.851485982935759E+004	3.5877156E+000
1.457834281975644E+000	1.3608658E-001	3.857485983220744E+004	3.5878732E+000
1.460102414290408E+000	1.3608263E-001	3.863485983505729E+004	3.5880702E+000
1.462370548361167E+000	1.3607869E-001	3.869485983790713E+004	3.5883460E+000
1.464638681980529E+000	1.3607672E-001	3.875485984075698E+004	3.5886216E+000
1.466906816103500E+000	1.3608658E-001	3.881485984360683E+004	3.5887792E+000
1.469174948148670E+000	1.3608855E-001	3.887485984645667E+004	3.5890551E+000
1.471443077369597E+000	1.3608658E-001	3.893485984930652E+004	3.5894096E+000
1.473711204318810E+000	1.3608658E-001	3.899485985215637E+004	3.5897248E+000
1.475979333023702E+000	1.3607869E-001	3.905485985500622E+004	3.5898428E+000
1.478247465118377E+000	1.3609447E-001	3.911485985785606E+004	3.5900793E+000
1.480515598135475E+000	1.3609053E-001	3.917485986070591E+004	3.5904732E+000
1.482783730995200E+000	1.3608855E-001	3.923485986355576E+004	3.5907488E+000
1.485051869042325E+000	1.3608855E-001	3.929485986640560E+004	3.5909457E+000
1.487320004318290E+000	1.3608067E-001	3.935485986925545E+004	3.5912609E+000
1.489588135001601E+000	1.3608067E-001	3.941485987210530E+004	3.5915368E+000
1.491856264384190E+000	1.3608462E-001	3.947485987495515E+004	3.5918519E+000
1.494124395763319E+000	1.3608263E-001	3.953485987780499E+004	3.5922458E+000
1.496392529584252E+000	1.3609250E-001	3.959485988065484E+004	3.5924821E+000
1.498660666639697E+000	1.3610038E-001	3.965485988350469E+004	3.5927184E+000
1.500928808180251E+000	1.3609250E-001	3.971485988635453E+004	3.5930729E+000
1.503196951387376E+000	1.3609053E-001	3.977485988920438E+004	3.5934670E+000
1.505465087392852E+000	1.3608855E-001	3.983485989205423E+004	3.5940578E+000
1.507733225988174E+000	1.3609250E-001	3.989485989490408E+004	3.5945699E+000
1.510001361589647E+000	1.3608855E-001	3.995485989775392E+004	3.5950031E+000
1.512269492930447E+000	1.3608855E-001	4.001485990060377E+004	3.5955546E+000
1.514537622839601E+000	1.3607869E-001	4.007485990345362E+004	3.5960667E+000
1.516805753322658E+000	1.3608855E-001	4.013485990630346E+004	3.5965395E+000
1.519073885670677E+000	1.3608658E-001	4.019485990915331E+004	3.5970123E+000
1.521342015113251E+000	1.3608263E-001	4.025485991200316E+004	3.5972486E+000
1.523610143085089E+000	1.3609643E-001	4.031485991485300E+004	3.5974061E+000
1.525878269880679E+000	1.3608855E-001	4.037485991770285E+004	3.5975637E+000
1.528146402546987E+000	1.3608855E-001	4.043485992055270E+004	3.5977607E+000
1.530414538441780E+000	1.3608263E-001	4.049485992340255E+004	3.5980363E+000
1.532682672502870E+000	1.3609250E-001	4.055485992625239E+004	3.5982332E+000
1.534950802858869E+000	1.3609053E-001	4.061485992910224E+004	3.5983908E+000
1.537218937379660E+000	1.3608462E-001	4.067485993195209E+004	3.5987453E+000
1.539487069139058E+000	1.3608855E-001	4.073485993480193E+004	3.5989819E+000
1.541755200642256E+000	1.3609053E-001	4.079485993765178E+004	3.5992575E+000
1.544023332144361E+000	1.3607475E-001	4.085485994050163E+004	3.5995333E+000
1.546291465483730E+000	1.3609643E-001	4.091485994335148E+004	3.5996513E+000
1.548559601137530E+000	1.3608855E-001	4.097485994620132E+004	3.5999272E+000
1.550827738891766E+000	1.3608658E-001	4.103485994905117E+004	3.6003604E+000
1.553095875256972E+000	1.3608462E-001	4.109485995190102E+004	3.6005180E+000
1.555364014009618E+000	1.3609250E-001	4.115485995475086E+004	3.6008725E+000
1.557632152422600E+000	1.3609053E-001	4.121485995760071E+004	3.6012270E+000
1.559900289793519E+000	1.3607869E-001	4.127485996045056E+004	3.6013060E+000
1.562168433700593E+000	1.3609053E-001	4.133485996330041E+004	3.6016998E+000
1.564436577897486E+000	1.3609053E-001	4.139485996615025E+004	3.6019361E+000
1.566704721897096E+000	1.3609053E-001	4.145485996900010E+004	3.6022513E+000
1.568972870534816E+000	1.3607869E-001	4.151485997184995E+004	3.6024876E+000
1.571241021264046E+000	1.3609447E-001	4.157485997469979E+004	3.6028814E+000
1.573509170587493E+000	1.3608462E-001	4.163485997754964E+004	3.6033149E+000
1.575777318783618E+000	1.3608263E-001	4.169485998039949E+004	3.6039450E+000
1.578045455671938E+000	1.3608462E-001	4.175485998324933E+004	3.6043785E+000
1.580313590146345E+000	1.3609447E-001	4.181485998609918E+004	3.6048117E+000
1.582581721966366E+000	1.3610235E-001	4.187485998894903E+004	3.6053238E+000
1.584849850862498E+000	1.3608263E-001	4.193485999179888E+004	3.6057966E+000
1.587117977440995E+000	1.3608658E-001	4.199485999464872E+004	3.6062298E+000
1.589386103262131E+000	1.3609447E-001	4.205485999749857E+004	3.6066236E+000
1.591654226645786E+000	1.3609250E-001	4.211486000034842E+004	3.6070178E+000
1.593922347271211E+000	1.3608855E-001	4.217486000319826E+004	3.6071754E+000
1.596190470703956E+000	1.3608658E-001	4.223486000604811E+004	3.6072540E+000
1.598458595495481E+000	1.3607277E-001	4.229486000889796E+004	3.6074116E+000
1.600726722634021E+000	1.3608263E-001	4.235486001174781E+004	3.6075299E+000
1.602994854924257E+000	1.3608658E-001	4.241486001459765E+004	3.6079631E+000
1.605262985311523E+000	1.3608855E-001	4.247486001744750E+004	3.6081600E+000
1.607531115473832E+000	1.3608263E-001	4.253486002029735E+004	3.6084752E+000
1.609799246871058E+000	1.3608658E-001	4.259486002314719E+004	3.6085935E+000
1.612067378818252E+000	1.3609053E-001	4.265486002599704E+004	3.6087115E+000
1.614335507698754E+000	1.3607869E-001	4.271486002884689E+004	3.6091449E+000
1.616603641801915E+000	1.3608855E-001	4.277486003169674E+004	3.6093419E+000
1.618871775414397E+000	1.3608263E-001	4.283486003454658E+004	3.6096175E+000
1.621139910608994E+000	1.3609250E-001	4.289486003739643E+004	3.6098144E+000
1.623408047917328E+000	1.3609447E-001	4.295486004024628E+004	3.6101296E+000
1.625676187278496E+000	1.3609643E-001	4.301486004309612E+004	3.6102872E+000
1.627944328058602E+000	1.3607869E-001	4.307486004594597E+004	3.6106417E+000
1.630212470333303E+000	1.3609053E-001	4.313486004879582E+004	3.6109176E+000
1.632480613643593E+000	1.3608462E-001	4.319486005164566E+004	3.6112325E+000
1.634748761582317E+000	1.3607869E-001	4.325486005449551E+004	3.6113901E+000
1.637016909862782E+000	1.3609250E-001	4.331486005734536E+004	3.6117053E+000
1.639285057015725E+000	1.3609053E-001	4.337486006019521E+004	3.6120205E+000
1.641553206887452E+000	1.3609447E-001	4.343486006304505E+004	3.6121781E+000
1.643821354272051E+000	1.3609053E-001	4.349486006589490E+004	3.6125326E+000
1.646089501927967E+000	1.3609447E-001	4.355486006874475E+004	3.6129658E+000
1.648357645690747E+000	1.3608067E-001	4.361486007159459E+004	3.6135566E+000
1.650625785088978E+000	1.3608067E-001	4.367486007444444E+004	3.6140687E+000
1.652893920273946E+000	1.3609840E-001	4.373486007729429E+004	3.6145809E+000
1.655162054649947E+000	1.3608067E-001	4.379486008014414E+004	3.6150537E+000
1.657430183475431E+000	1.3608462E-001	4.385486008299398E+004	3.6153688E+000
1.659698311213586E+000	1.3608855E-001	4.391486008584383E+004	3.6158020E+000
1.661966435074359E+000	1.3608263E-001	4.397486008869368E+004	3.6162353E+000
1.664234557881711E+000	1.3608658E-001	4.403486009154352E+004	3.6165504E+000
1.666502680154840E+000	1.3608067E-001	4.409486009439337E+004	3.6166294E+000
1.668770806033222E+000	1.3609643E-001	4.415486009724322E+004	3.6167474E+000
1.671038927598124E+000	1.3608263E-001	4.421486010009306E+004	3.6168656E+000
1.673307052207324E+000	1.3607672E-001	4.427486010294291E+004	3.6171415E+000
1.675575171794635E+000	1.3609250E-001	4.433486010579276E+004	3.6173384E+000
1.677843293956319E+000	1.3608855E-001	4.439486010864261E+004	3.6175747E+000
1.680111420172892E+000	1.3608067E-001	4.445486011149245E+004	3.6177323E+000
1.682379548177719E+000	1.3608855E-001	4.451486011434230E+004	3.6180868E+000
1.684647676555241E+000	1.3609250E-001	4.457486011719215E+004	3.6182444E+000
1.686915809085849E+000	1.3608462E-001	4.463486012004199E+004	3.6185596E+000
1.689183941645622E+000	1.3607672E-001	4.469486012289184E+004	3.6187565E+000
1.691452072582899E+000	1.3609447E-001	4.475486012574169E+004	3.6190321E+000
1.693720209018861E+000	1.3608658E-001	4.481486012859154E+004	3.6191897E+000
1.695988347408324E+000	1.3608855E-001	4.487486013144138E+004	3.6194656E+000
1.698256483708852E+000	1.3609643E-001	4.493486013429123E+004	3.6197805E+000
1.700524622905196E+000	1.3608658E-001	4.499486013714108E+004	3.6200564E+000
1.702792758886814E+000	1.3609447E-001	4.505486013999092E+004	3.6201351E+000
